"cod_coordenacao_regional";"coordenacao_regional";"cod_escola";"escola";"tipo_escola";"cod_bloco_predio";"bloco_predio";"cod_ambiente_fisico";"ambiente_fisico";"tipo_ambiente";"funcao_origem";"funcao_utilizacao";"ambiente_fisico_descricao";"ambiente_fisico_area_m2"
5;CRE - Gama;484;ESCOLA CLASSE 19 DO GAMA;pública;439;A;181.742;Sala 07;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"43;34"
5;CRE - Gama;484;ESCOLA CLASSE 19 DO GAMA;pública;439;A;181.743;Sala 08;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"43;34"
5;CRE - Gama;485;JARDIM DE INFÂNCIA 02 DO GAMA;pública;440;A;181.744;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"43;8"
5;CRE - Gama;485;JARDIM DE INFÂNCIA 02 DO GAMA;pública;440;A;181.745;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"43;8"
5;CRE - Gama;485;JARDIM DE INFÂNCIA 02 DO GAMA;pública;440;A;181.746;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"43;8"
5;CRE - Gama;485;JARDIM DE INFÂNCIA 02 DO GAMA;pública;440;A;181.747;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"43;8"
5;CRE - Gama;485;JARDIM DE INFÂNCIA 02 DO GAMA;pública;440;A;181.748;Sala 06;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"43;8"
6;CRE - Brazlândia;503;Escola Classe 06 DE Brazlandia;pública;455;A;181.753;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
6;CRE - Brazlândia;197;CAIC Professor  Benedito Carlos de Oliveira;pública;2.704;T;181.754;Sala 07;PRÓPRIO;SALA DE AULA;SALA DE AULA;TERREO;"30;02"
6;CRE - Brazlândia;197;CAIC Professor  Benedito Carlos de Oliveira;pública;2.704;T;181.755;Sala 14;ADAPTADO;REFEITÓRIO;SALA DE AULA;TERREO;"30;02"
6;CRE - Brazlândia;197;CAIC Professor  Benedito Carlos de Oliveira;pública;2.704;T;181.756;SALA 23;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"30;02"
11;CRE - Taguatinga;104;CENTRO DE ENSINO FUNDAMENTAL 09 DE TAGUATINGA;pública;682;B;181.757;Sala 02 A - Classe Especial;PRÓPRIO;SALA DE AULA;SALA DE AULA;Classe Especial;48
11;CRE - Taguatinga;321;CENTRO DE ENSINO MÉDIO AVE BRANCA;pública;294;A;181.758;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"53;83"
5;CRE - Gama;488;Jardim de Infância 05 do Gama;pública;443;A;181.759;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"52;08"
5;CRE - Gama;488;Jardim de Infância 05 do Gama;pública;443;A;181.760;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"52;08"
5;CRE - Gama;488;Jardim de Infância 05 do Gama;pública;443;A;181.761;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"52;08"
5;CRE - Gama;488;Jardim de Infância 05 do Gama;pública;443;A;181.762;Sala 07;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"52;08"
5;CRE - Gama;489;ESCOLA CLASSE 28 DO GAMA;pública;444;A;181.763;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;92"
5;CRE - Gama;489;ESCOLA CLASSE 28 DO GAMA;pública;444;A;181.764;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;92"
5;CRE - Gama;489;ESCOLA CLASSE 28 DO GAMA;pública;444;A;181.765;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;92"
5;CRE - Gama;489;ESCOLA CLASSE 28 DO GAMA;pública;444;A;181.766;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;92"
5;CRE - Gama;490;ESCOLA CLASSE CÓRREGO BARREIRO;pública;445;A;181.767;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;8"
5;CRE - Gama;490;ESCOLA CLASSE CÓRREGO BARREIRO;pública;445;A;181.768;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"42;9"
5;CRE - Gama;490;ESCOLA CLASSE CÓRREGO BARREIRO;pública;445;A;181.769;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"40;5"
5;CRE - Gama;491;ESCOLA CLASSE PONTE ALTA DE CIMA;pública;446;A;181.770;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;30
5;CRE - Gama;491;ESCOLA CLASSE PONTE ALTA DE CIMA;pública;446;A;181.771;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;30
5;CRE - Gama;491;ESCOLA CLASSE PONTE ALTA DE CIMA;pública;446;A;181.772;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"28;8"
5;CRE - Gama;487;ESCOLA CLASSE 22 DO GAMA;pública;2.417;F;181.774;Sala 08;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"45;28"
5;CRE - Gama;487;ESCOLA CLASSE 22 DO GAMA;pública;2.417;F;181.775;Sala 06;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"45;85"
5;CRE - Gama;487;ESCOLA CLASSE 22 DO GAMA;pública;2.417;F;181.776;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"45;73"
5;CRE - Gama;487;ESCOLA CLASSE 22 DO GAMA;pública;2.417;F;181.777;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"45;51"
9;CRE - Planaltina;519;ESCOLA CLASSE 03 DE PLANALTINA;pública;469;A;181.778;Sala 07;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"43;8"
9;CRE - Planaltina;519;ESCOLA CLASSE 03 DE PLANALTINA;pública;469;A;181.779;Sala 08;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"43;8"
9;CRE - Planaltina;520;Escola Classe 04 de Planaltina;pública;470;A;181.780;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;42
9;CRE - Planaltina;520;Escola Classe 04 de Planaltina;pública;470;A;181.781;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;42
9;CRE - Planaltina;520;Escola Classe 04 de Planaltina;pública;470;A;181.782;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;42
9;CRE - Planaltina;520;Escola Classe 04 de Planaltina;pública;470;A;181.783;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;42
9;CRE - Planaltina;520;Escola Classe 04 de Planaltina;pública;470;A;181.784;Sala 07;PRÓPRIO;SALA DE AULA;SALA DE AULA;;42
9;CRE - Planaltina;520;Escola Classe 04 de Planaltina;pública;470;A;181.785;Sala 08;PRÓPRIO;SALA DE AULA;SALA DE AULA;;42
9;CRE - Planaltina;521;ESCOLA CLASSE 06 DE PLANALTINA;pública;471;A;181.786;Sala 07;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;81"
9;CRE - Planaltina;521;ESCOLA CLASSE 06 DE PLANALTINA;pública;471;A;181.787;Sala 08;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;81"
9;CRE - Planaltina;521;ESCOLA CLASSE 06 DE PLANALTINA;pública;471;A;181.788;Sala 09;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;81"
9;CRE - Planaltina;521;ESCOLA CLASSE 06 DE PLANALTINA;pública;471;A;181.789;Sala 10;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;81"
9;CRE - Planaltina;521;ESCOLA CLASSE 06 DE PLANALTINA;pública;471;A;181.790;Sala 11;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;81"
9;CRE - Planaltina;522;ESCOLA CLASSE 07 DE PLANALTINA;pública;472;A;181.791;Sala 08;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"38;9"
9;CRE - Planaltina;523;ESCOLA CLASSE 09 DE PLANALTINA;pública;473;A;181.792;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"45;92"
9;CRE - Planaltina;523;ESCOLA CLASSE 09 DE PLANALTINA;pública;473;A;181.793;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"45;92"
9;CRE - Planaltina;523;ESCOLA CLASSE 09 DE PLANALTINA;pública;473;A;181.794;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"45;92"
9;CRE - Planaltina;523;ESCOLA CLASSE 09 DE PLANALTINA;pública;473;A;181.795;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"45;92"
9;CRE - Planaltina;523;ESCOLA CLASSE 09 DE PLANALTINA;pública;473;A;181.796;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"45;92"
9;CRE - Planaltina;523;ESCOLA CLASSE 09 DE PLANALTINA;pública;473;A;181.797;Sala 06;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"45;92"
9;CRE - Planaltina;524;ESCOLA CLASSE 10 DE PLANALTINA;pública;474;A;181.798;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;87"
9;CRE - Planaltina;524;ESCOLA CLASSE 10 DE PLANALTINA;pública;474;A;181.799;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;87"
9;CRE - Planaltina;524;ESCOLA CLASSE 10 DE PLANALTINA;pública;474;A;181.800;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;87"
9;CRE - Planaltina;524;ESCOLA CLASSE 10 DE PLANALTINA;pública;474;A;181.801;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;87"
6;CRE - Brazlândia;503;Escola Classe 06 DE Brazlandia;pública;455;A;181.802;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
6;CRE - Brazlândia;197;CAIC Professor  Benedito Carlos de Oliveira;pública;2.704;T;181.804;Sala 08;ADAPTADO;SALA DE AULA;SALA DE AULA;TERREO;"30;02"
10;CRE - Sobradinho;94;ESCOLA CLASSE 15 DE SOBRADINHO;pública;86;A;181.805;"01";PRÓPRIO;SALA DE AULA;SALA DE AULA;;40
6;CRE - Brazlândia;197;CAIC Professor  Benedito Carlos de Oliveira;pública;2.664;S;181.806;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;SUPERIOR;"45;7"
9;CRE - Planaltina;525;ESCOLA CLASSE 11 DE PLANALTINA;pública;475;A;181.807;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;46
9;CRE - Planaltina;525;ESCOLA CLASSE 11 DE PLANALTINA;pública;475;A;181.808;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;46
9;CRE - Planaltina;525;ESCOLA CLASSE 11 DE PLANALTINA;pública;475;A;181.809;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;46
9;CRE - Planaltina;527;ESCOLA CLASSE 02 DO ARAPOANGA;pública;476;A;181.810;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"41;73"
9;CRE - Planaltina;527;ESCOLA CLASSE 02 DO ARAPOANGA;pública;476;A;181.811;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"41;73"
9;CRE - Planaltina;527;ESCOLA CLASSE 02 DO ARAPOANGA;pública;476;A;181.812;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"41;73"
9;CRE - Planaltina;527;ESCOLA CLASSE 02 DO ARAPOANGA;pública;476;A;181.813;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"41;73"
9;CRE - Planaltina;527;ESCOLA CLASSE 02 DO ARAPOANGA;pública;476;A;181.814;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"41;73"
9;CRE - Planaltina;527;ESCOLA CLASSE 02 DO ARAPOANGA;pública;476;A;181.815;Sala 06;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"41;73"
9;CRE - Planaltina;528;ESCOLA CLASSE BARRA ALTA;pública;477;A;181.816;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;52
9;CRE - Planaltina;528;ESCOLA CLASSE BARRA ALTA;pública;477;A;181.817;Sala 08;PRÓPRIO;SALA DE AULA;SALA DE AULA;;51
13;CRE - Paranoá;530;Escola Classe Café sem Troco;pública;479;A;181.818;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;41
13;CRE - Paranoá;530;Escola Classe Café sem Troco;pública;479;A;181.819;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;41
13;CRE - Paranoá;531;ESCOLA CLASSE CAPÃO SECO;pública;480;A;181.820;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;25
13;CRE - Paranoá;531;ESCOLA CLASSE CAPÃO SECO;pública;480;A;181.821;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;"2PE (M) - 1. ANO (V)";"3;64"
13;CRE - Paranoá;531;ESCOLA CLASSE CAPÃO SECO;pública;480;A;181.822;Sala 10;PRÓPRIO;SALA DE AULA;SALA DE AULA;"1EF (M) - 4EF (V)";"30;38"
9;CRE - Planaltina;534;ESCOLA CLASSE COPERBRÁS;pública;481;A;181.823;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
9;CRE - Planaltina;534;ESCOLA CLASSE COPERBRÁS;pública;481;A;181.824;Sala 10;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
9;CRE - Planaltina;534;ESCOLA CLASSE COPERBRÁS;pública;481;A;181.825;Sala 11;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"41;76"
9;CRE - Planaltina;535;ESCOLA CLASSE CÓRREGO DO MEIO;pública;482;A;181.826;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"57;61"
9;CRE - Planaltina;535;ESCOLA CLASSE CÓRREGO DO MEIO;pública;482;A;181.827;Sala 08;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"57;61"
9;CRE - Planaltina;538;ESCOLA CLASSE ESTÂNCIA DO PIPIRIPAU;pública;483;A;181.828;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;CLASSE DIFERENCIADA;43
9;CRE - Planaltina;539;ESCOLA CLASSE ETA 44;pública;484;A;181.829;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"28;2"
9;CRE - Planaltina;539;ESCOLA CLASSE ETA 44;pública;484;A;181.830;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"28;2"
9;CRE - Planaltina;540;ESCOLA CLASSE FRIGORÍFICO INDUSTRIAL;pública;485;A;181.831;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;UTILIZADA COMO SALA DE VIDEO;"48;4"
13;CRE - Paranoá;541;ESCOLA CLASSE ITAPETI;pública;486;A;181.832;Sala 10;PRÓPRIO;SALA DE AULA;SALA DE AULA;;30
13;CRE - Paranoá;541;ESCOLA CLASSE ITAPETI;pública;486;A;181.833;Sala 11;PRÓPRIO;SALA DE AULA;SALA DE AULA;;24
13;CRE - Paranoá;542;ESCOLA CLASSE LAMARÃO;pública;487;A;181.834;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;40
9;CRE - Planaltina;544;ESCOLA CLASSE MONJOLO;pública;488;A;181.835;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"22;68"
9;CRE - Planaltina;544;ESCOLA CLASSE MONJOLO;pública;488;A;181.836;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"21;56"
9;CRE - Planaltina;546;ESCOLA CLASSE NÚCLEO RURAL CÓRREGO DO ATOLEIRO;pública;489;A;181.837;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;CLASSE DIFERENCIADA;39
9;CRE - Planaltina;546;ESCOLA CLASSE NÚCLEO RURAL CÓRREGO DO ATOLEIRO;pública;489;A;181.838;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;39
9;CRE - Planaltina;548;ESCOLA CLASSE PARANÁ;pública;491;A;181.839;Sala 07;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;38"
9;CRE - Planaltina;548;ESCOLA CLASSE PARANÁ;pública;491;A;181.840;Sala 08;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;38"
9;CRE - Planaltina;548;ESCOLA CLASSE PARANÁ;pública;491;A;181.841;Sala 09;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;38"
9;CRE - Planaltina;548;ESCOLA CLASSE PARANÁ;pública;491;A;181.842;Sala 10;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;38"
9;CRE - Planaltina;548;ESCOLA CLASSE PARANÁ;pública;491;A;181.843;Sala 11;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;38"
9;CRE - Planaltina;549;ESCOLA CLASSE PEDRA FUNDAMENTAL;pública;492;A;181.844;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"37;75"
9;CRE - Planaltina;549;ESCOLA CLASSE PEDRA FUNDAMENTAL;pública;492;A;181.845;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"37;75"
9;CRE - Planaltina;549;ESCOLA CLASSE PEDRA FUNDAMENTAL;pública;492;A;181.846;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"39;83"
9;CRE - Planaltina;550;ESCOLA CLASSE RAJADINHA;pública;493;A;181.847;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;44
9;CRE - Planaltina;550;ESCOLA CLASSE RAJADINHA;pública;493;A;181.848;Sala 11;PRÓPRIO;SALA DE AULA;SALA DE AULA;;44
9;CRE - Planaltina;551;ESCOLA CLASSE REINO DAS FLORES;pública;494;A;181.849;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"23;7"
9;CRE - Planaltina;551;ESCOLA CLASSE REINO DAS FLORES;pública;494;A;181.850;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"32;2"
9;CRE - Planaltina;551;ESCOLA CLASSE REINO DAS FLORES;pública;494;A;181.851;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"27;6"
9;CRE - Planaltina;553;ESCOLA CLASSE SANTOS DUMONT;pública;495;A;181.852;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;32
9;CRE - Planaltina;553;ESCOLA CLASSE SANTOS DUMONT;pública;495;A;181.853;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;32
13;CRE - Paranoá;555;ESCOLA CLASSE SUSSUARANA;pública;496;A;181.854;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"41;5"
6;CRE - Brazlândia;503;Escola Classe 06 DE Brazlandia;pública;455;A;181.855;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;48
9;CRE - Planaltina;547;ESCOLA CLASSE PALMEIRAS;pública;490;A;181.857;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"23;52"
6;CRE - Brazlândia;197;CAIC Professor  Benedito Carlos de Oliveira;pública;2.704;T;181.858;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;TERREO;"30;02"
14;CRE - Santa Maria;171;ESCOLA CLASSE 116 DE SANTA MARIA;pública;738;B;181.859;Sala 03 B;ADAPTADO;SALA DE AULA;SALA DE AULA;;24
14;CRE - Santa Maria;171;ESCOLA CLASSE 116 DE SANTA MARIA;pública;738;B;181.860;Sala 03 A;PRÓPRIO;SALA DE AULA;SALA DE AULA;"A sala 03 foi dividida em duas; para  o atendimento de 4 classes especiais.";24
13;CRE - Paranoá;555;ESCOLA CLASSE SUSSUARANA;pública;496;A;181.861;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"41;5"
9;CRE - Planaltina;557;ESCOLA CLASSE VALE DO SOL;pública;497;A;181.862;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;43
9;CRE - Planaltina;557;ESCOLA CLASSE VALE DO SOL;pública;497;A;181.863;Sala 06;PRÓPRIO;SALA DE AULA;SALA DE AULA;;43
9;CRE - Planaltina;557;ESCOLA CLASSE VALE DO SOL;pública;497;A;181.864;Sala 07;ADAPTADO;SALA DE LEITURA;SALA DE AULA;;33
9;CRE - Planaltina;557;ESCOLA CLASSE VALE DO SOL;pública;497;A;181.865;Sala 08;PRÓPRIO;SALA DE AULA;SALA DE AULA;;43
9;CRE - Planaltina;557;ESCOLA CLASSE VALE DO SOL;pública;497;A;181.866;Sala 09;PRÓPRIO;SALA DE AULA;SALA DE AULA;;43
9;CRE - Planaltina;558;CENTRO DE ENSINO MÉDIO 02 DE PLANALTINA;pública;498;A;181.867;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;61"
9;CRE - Planaltina;558;CENTRO DE ENSINO MÉDIO 02 DE PLANALTINA;pública;498;A;181.868;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;61"
9;CRE - Planaltina;558;CENTRO DE ENSINO MÉDIO 02 DE PLANALTINA;pública;498;A;181.869;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;61"
9;CRE - Planaltina;558;CENTRO DE ENSINO MÉDIO 02 DE PLANALTINA;pública;498;A;181.870;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"46;61"
9;CRE - Planaltina;561;Caic Assis Chateaubriand;pública;501;A;181.871;Sala 01;PRÓPRIO;SALA ESPECIAL;SALA DE AULA;;"29;77"
9;CRE - Planaltina;561;Caic Assis Chateaubriand;pública;501;A;181.872;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;32
9;CRE - Planaltina;561;Caic Assis Chateaubriand;pública;501;A;181.873;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;32
9;CRE - Planaltina;561;Caic Assis Chateaubriand;pública;501;A;181.874;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"44;65"
9;CRE - Planaltina;561;Caic Assis Chateaubriand;pública;501;A;181.875;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"44;65"
9;CRE - Planaltina;561;Caic Assis Chateaubriand;pública;501;A;181.876;Sala 07;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"29;77"
9;CRE - Planaltina;561;Caic Assis Chateaubriand;pública;501;A;181.877;Sala 08;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"44;65"
9;CRE - Planaltina;561;Caic Assis Chateaubriand;pública;501;A;181.878;Sala 09;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"44;65"
9;CRE - Planaltina;561;Caic Assis Chateaubriand;pública;501;A;181.879;Sala 10;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"29;77"
12;CRE - Samambaia;562;ESCOLA CLASSE 108 DE SAMAMBAIA;pública;502;A;181.880;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;CIÊNCIA EM FOCO;"47;25"
12;CRE - Samambaia;562;ESCOLA CLASSE 108 DE SAMAMBAIA;pública;502;A;181.881;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;CIÊNCIA EM FOCO;"47;25"
12;CRE - Samambaia;562;ESCOLA CLASSE 108 DE SAMAMBAIA;pública;502;A;181.882;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;CIÊNCIA EM FOCO;"47;25"
12;CRE - Samambaia;562;ESCOLA CLASSE 108 DE SAMAMBAIA;pública;502;A;181.883;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;CIÊNCIA EM FOCO;"47;25"
12;CRE - Samambaia;563;ESCOLA CLASSE 111 DE SAMAMBAIA;pública;503;A;181.884;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;55
12;CRE - Samambaia;563;ESCOLA CLASSE 111 DE SAMAMBAIA;pública;503;A;181.885;Sala 06;PRÓPRIO;SALA DE AULA;SALA DE AULA;;55
12;CRE - Samambaia;563;ESCOLA CLASSE 111 DE SAMAMBAIA;pública;503;A;181.886;Sala 07;PRÓPRIO;SALA DE AULA;SALA DE AULA;;55
12;CRE - Samambaia;563;ESCOLA CLASSE 111 DE SAMAMBAIA;pública;503;A;181.887;Sala 08;PRÓPRIO;SALA DE AULA;SALA DE AULA;;55
12;CRE - Samambaia;563;ESCOLA CLASSE 111 DE SAMAMBAIA;pública;503;A;181.888;Sala 09;PRÓPRIO;SALA DE AULA;SALA DE AULA;;55
12;CRE - Samambaia;563;ESCOLA CLASSE 111 DE SAMAMBAIA;pública;503;A;181.889;Sala 10;PRÓPRIO;SALA DE AULA;SALA DE AULA;;55
12;CRE - Samambaia;563;ESCOLA CLASSE 111 DE SAMAMBAIA;pública;503;A;181.890;Sala 11;PRÓPRIO;SALA DE AULA;SALA DE AULA;;55
12;CRE - Samambaia;565;ESCOLA CLASSE 303 DE SAMAMBAIA;pública;505;A;181.891;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;25"
12;CRE - Samambaia;565;ESCOLA CLASSE 303 DE SAMAMBAIA;pública;505;A;181.892;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"47;25"
15;CRE - São Sebastião;566;ESCOLA CLASSE VILA DO BOA;pública;506;A;181.893;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"43;05"
15;CRE - São Sebastião;566;ESCOLA CLASSE VILA DO BOA;pública;506;A;181.894;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"43;05"
15;CRE - São Sebastião;566;ESCOLA CLASSE VILA DO BOA;pública;506;A;181.895;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"43;05"
15;CRE - São Sebastião;566;ESCOLA CLASSE VILA DO BOA;pública;506;A;181.896;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"43;05"
15;CRE - São Sebastião;566;ESCOLA CLASSE VILA DO BOA;pública;506;A;181.897;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"43;05"
12;CRE - Samambaia;572;ESCOLA CLASSE 410 DE SAMAMBAIA;pública;511;A;181.898;Sala 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"57;6"
12;CRE - Samambaia;572;ESCOLA CLASSE 410 DE SAMAMBAIA;pública;511;A;181.899;Sala 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"57;6"
12;CRE - Samambaia;572;ESCOLA CLASSE 410 DE SAMAMBAIA;pública;511;A;181.900;Sala 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"57;6"
12;CRE - Samambaia;572;ESCOLA CLASSE 410 DE SAMAMBAIA;pública;511;A;181.901;Sala 06;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"57;6"
12;CRE - Samambaia;572;ESCOLA CLASSE 410 DE SAMAMBAIA;pública;511;A;181.902;Sala 07;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"57;6"
15;CRE - São Sebastião;573;CAIC UNESCO;pública;512;A;181.903;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;INTEGRAL;"46;68"
15;CRE - São Sebastião;573;CAIC UNESCO;pública;512;A;181.904;Sala 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;INTEGRAL;"46;68"
15;CRE - São Sebastião;573;CAIC UNESCO;pública;512;A;181.905;Sala 03;ADAPTADO;SALA DE PROFESSORES;SALA DE AULA;;"46;68"
15;CRE - São Sebastião;573;CAIC UNESCO;pública;512;A;181.906;Sala 04;ADAPTADO;SALA DE APOIO;SALA DE AULA;;12
15;CRE - São Sebastião;573;CAIC UNESCO;pública;512;A;181.907;Sala 05;ADAPTADO;SALA DE APOIO;SALA DE AULA;;12
