code;name;total_rooms;used_rooms;amount_employees
53014987;CE E VIVENCIA INF VOVO ANA-CEVIVA;9.0;8.0;24.0
53014995;MAT CONSTRUCAO DO SABER;5.0;5.0;17.0
53015002;ESC ANJO GABRIEL;10.0;7.0;11.0
53015010;ESC CANADENSE DE BRASILIA;25.0;25.0;350.0
53015045;CE TIO PATINHAS;8.0;8.0;12.0
53015088;COL OBJETIVO GAMA;15.0;15.0;40.0
53015096;CED GENESIS;50.0;50.0;16.0
53015118;ESC CRIANCA ESPERANCA;12.0;6.0;16.0
53015134;CED VICENTE PIRES;16.0;16.0;32.0
53015142;ESC INTERNACIONAL BRASIL-SUICA;28.0;10.0;37.0
53015150;RECANTO INF CALAZANS;13.0;8.0;15.0
53015169;CEAV JUNIOR - CED ALMEIDA VIEIRA JUNIOR;11.0;11.0;49.0
53015177;ESCOLINHA CASA DA ALEGRIA;10.0;10.0;15.0
53015193;ESC PONTA DE LAPIS;7.0;7.0;18.0
53017064;EC 502 DE SAMAMBAIA;11.0;11.0;52.0
53017072;JI 02 DO CRUZEIRO;4.0;4.0;27.0
53017080;CEF 03 DA ESTRUTURAL;18.0;13.0;57.0
53017099;CEPI CUTIA;8.0;8.0;36.0
53017102;COL VISAO;42.0;26.0;62.0
53017110;CEPI MANGABEIRA;9.0;9.0;40.0
53017129;CEPI SAGUI;9.0;9.0;33.0
53017137;CEPI PERDIZ;9.0;9.0;37.0
53017145;PRO-VIDA CEI;8.0;8.0;42.0
53017153;CEI TIA NAIR;29.0;19.0;108.0
53011635;ESC NOVO HORIZONTE;0.0;0.0;0.0
53014081;ESC TECNICA CENACAP;0.0;0.0;0.0
53017161;C DE EDUC SAO FILIPPO SMALDONE;6.0;6.0;8.0
53017170;CEI TIA NAIR - UNIDADE I;9.0;9.0;44.0
53017188;COL ALUB SEDE XI;22.0;18.0;72.0
53017196;COL ALUB SEDE XIII;22.0;15.0;41.0
53007603;CEP - ESC TECNICA DE CEILANDIA;40.0;38.0;170.0
53007611;COL TIRADENTES;21.0;20.0;58.0
53013255;CED ECILDA RAMOS;0.0;0.0;0.0
53010531;ESC CANGURU EDUC INF;0.0;0.0;0.0
53011767;ESC MEU PRIMEIRO MUNDO;0.0;0.0;0.0
53007590;C COMUNITARIO SAO LUCAS;0.0;0.0;0.0
53011112;ESC BATISTA PEDRAS VIVAS;12.0;8.0;11.0
53011120;ESC FUNDAMENTAL PARAISO;23.0;23.0;77.0
53011171;EIN - ESC ISAAC NEWTON;16.0;15.0;34.0
53011236;MAJEST CED;8.0;8.0;9.0
53011252;COL GALILEU;7.0;7.0;24.0
53011279;ESC PICA-PAU;5.0;5.0;15.0
53011295;ESC MUNDO MAGICO DO SABER;15.0;15.0;33.0
53011309;ESC CANTINHO CRISTAO;9.0;9.0;38.0
53011350;CIL DO GAMA;18.0;18.0;97.0
53011368;CED CERTO;26.0;15.0;49.0
53011449;COL EDUCRIARTE;9.0;9.0;18.0
53008316;INSTEI - CE;30.0;22.0;57.0
53008332;EC 31 DE CEILANDIA;20.0;19.0;82.0
53008340;EC 35 DE CEILANDIA;23.0;23.0;81.0
53008359;INST SOUSA ARANTES;12.0;8.0;15.0
53015592;LAR DA CRIANCA DE BRASILIA;0.0;0.0;0.0
53005422;CE EDUCAR;0.0;0.0;0.0
53014731;CED ISAAC NEWTON;0.0;0.0;0.0
53012275;CR NOSSA SENHORA DA DIVINA PROVIDENCIA;8.0;8.0;42.0
53012283;ESC ISAAC NEWTON META;7.0;7.0;26.0
53012305;COL CRESCER;16.0;9.0;22.0
53012330;COL WGS;21.0;21.0;78.0
53012356;CED DO LAGO NORTE;14.0;14.0;101.0
53012380;COL REACAO;30.0;30.0;48.0
53012399;CR IRMA ELVIRA;6.0;6.0;35.0
53012429;CEF 01 DO PARANOA;20.0;20.0;137.0
53012437;CR COMUNITARIA DA QE 38;4.0;4.0;23.0
53009053;EC 108 DE SAMAMBAIA;19.0;18.0;93.0
53009061;EC 111 DE SAMAMBAIA;10.0;10.0;46.0
53009070;CEF 120 DE SAMAMBAIA;15.0;15.0;81.0
53009088;EC 121 DE SAMAMBAIA;19.0;16.0;62.0
53009096;EC 303 DE SAMAMBAIA;14.0;10.0;62.0
53009118;EC 317 DE SAMAMBAIA;17.0;12.0;51.0
53009126;EC 318 DE SAMAMBAIA;16.0;15.0;78.0
53009134;EC 325 DE SAMAMBAIA;17.0;17.0;64.0
53009142;EC 403 DE SAMAMBAIA;17.0;17.0;66.0
53009150;CEF 407 DE SAMAMBAIA;16.0;15.0;61.0
53009169;EC 410 DE SAMAMBAIA;14.0;14.0;84.0
53013115;TINDOLELE ESC DE EDUC;4.0;4.0;6.0
53013140;INST DE EDUC MONTESQUIEU;13.0;13.0;26.0
53013158;CEI - ASSEFE - CEI DA ASSOC DOS SERVIDORES DO SENADO FEDERAL;12.0;12.0;85.0
53009738;CEF CERAMICA SAO PAULO;15.0;13.0;80.0
53009746;CEF NOVA BETANIA;15.0;15.0;70.0
53009754;EC AGROVILA SAO SEBASTIAO;13.0;13.0;55.0
53009762;EC CACHOEIRINHA;7.0;6.0;24.0
53009770;EC CERAMICA DA BENCAO;13.0;13.0;73.0
53009797;CEF JATAI;10.0;10.0;41.0
53009819;CEP - ESC TECNICA DE BRASILIA;44.0;44.0;150.0
53009827;ESC MAE DA DIVINA PROVIDENCIA;14.0;14.0;43.0
53009851;CEF 213 DE SANTA MARIA;19.0;19.0;115.0
53009860;CEF 306 DO RECANTO DAS EMAS;24.0;24.0;90.0
53009878;CEF 403 DE SANTA MARIA;17.0;17.0;84.0
53009916;CEAC - CED ANGELA CLARA;50.0;50.0;54.0
53009940;COL PRESBITERIANO MACKENZIE - BRASILIA;62.0;58.0;342.0
53009967;C OLIMPICO DE ENSINO;25.0;25.0;47.0
53013174;C SOCIAL JOAO PAULO II;0.0;0.0;0.0
53012917;ESC DE EDUC INF KENNEDY;0.0;0.0;0.0
53009517;CRIARTE CE;0.0;0.0;0.0
53037006;COL DIVINO CORACAO DE JESUS;7.0;7.0;12.0
53038002;CEM DELTA;10.0;6.0;34.0
53040007;ESC SANTO AGOSTINHO;4.0;3.0;7.0
53040015;CED DA CRIANCA;9.0;9.0;45.0
53044002;COL IPEMAX;50.0;35.0;79.0
53045009;CEP SENAC - JESSE FREIRE;23.0;23.0;55.0
53046005;COL MC - MAGIA DE CRIANCA;13.0;10.0;17.0
53047001;CEI AGUAS CLARAS;9.0;9.0;56.0
53047010;EC 16 DE PLANALTINA;15.0;2.0;94.0
53047028;EC 01 DO ARAPOANGA;15.0;15.0;67.0
53048008;CED 01 DA ESTRUTURAL;20.0;20.0;120.0
53050002;CEI 310 DO RECANTO DAS EMAS;9.0;9.0;46.0
53051009;CEM JULIA KUBITSCHEK;18.0;15.0;99.0
53052005;C DE EDUC INTEGRADA PILARES;8.0;8.0;8.0
53017218;THE BRITISH SCHOOL OF BRASILIA;10.0;10.0;40.0
53017234;CEP ARTICULADO DO GUARA - PROF TERESA ONDINA MALTESE;10.0;10.0;43.0
53017250;ESC PEQUENO GENIO;5.0;4.0;7.0
53017269;COL METROPOLITANA;28.0;15.0;24.0
53017277;CEI 04 DE SAO SEBASTIAO;10.0;8.0;36.0
53017285;ESC PEQUENOS GENIAIS;4.0;4.0;9.0
53017293;UNICO EDUCACIONAL TAGUATINGA;11.0;8.0;48.0
53017315;CED LOGOS;23.0;21.0;45.0
53017323;CEPI PINHEIRINHO ROXO;8.0;8.0;34.0
53017331;CRESCE - EDUC INF E ENS FUND;12.0;12.0;46.0
53017358;ESC DE EDUC INF PRIMEIROS PASSOS;6.0;6.0;16.0
53017366;COL PRIME;15.0;15.0;28.0
53017374;COL SABER;5.0;5.0;24.0
53017390;EDUC DO SERVICO SOCIAL DO COMERCIO - EDUSESC SAMAMBAIA;50.0;50.0;51.0
53011457;CE CASTELO ENCANTADO;15.0;10.0;24.0
53011465;COL MONTE SIAO;7.0;7.0;11.0
53011490;CEF NOSSA SENHORA FATIMA;14.0;14.0;89.0
53011619;MAT JI CARROSSEL;0.0;0.0;0.0
53000200;CEE 02 DE BRASILIA;37.0;37.0;167.0
53001400;COL SANTA DOROTEIA;29.0;19.0;106.0
53001800;EC DO SMU;7.0;7.0;37.0
53002300;JI 304 NORTE;5.0;5.0;29.0
53003500;CEF 11 DE TAGUATINGA;15.0;15.0;109.0
53005600;CIL DE SOBRADINHO;16.0;16.0;77.0
53006500;EC PALMEIRAS;3.0;3.0;16.0
53007000;EC IPE;13.0;13.0;78.0
53007700;EC 10 DE CEILANDIA;11.0;11.0;68.0
53008600;EC 06 DO GUARA;13.0;13.0;83.0
53009100;CEI 307 DE SAMAMBAIA;13.0;10.0;51.0
53011600;CEF 206 DO RECANTO DAS EMAS;15.0;15.0;120.0
53012445;CR TIA JOANA DO LUCIO COSTA;3.0;3.0;18.0
53012453;ESC CIA DA CRIANCA;10.0;9.0;20.0
53012470;CR NUCLEO BANDEIRANTE;10.0;8.0;30.0
53012488;CEI 01 DE SAO SEBASTIAO;12.0;12.0;74.0
53012496;EC VILA DO BOA;5.0;5.0;37.0
53010566;ESC ESTRELINHA MAGICA;0.0;0.0;0.0
53001087;CED LEONARDO DA VINCI;36.0;28.0;189.0
53001095;CED LEONARDO DA VINCI - UNID NORTE;90.0;75.0;170.0
53001109;CED MARIA AUXILIADORA;27.0;25.0;92.0
53001192;CED SAGRADA FAMILIA;49.0;42.0;112.0
53001206;CEM SETOR LESTE;24.0;24.0;103.0
53001214;CEM SETOR OESTE;15.0;14.0;99.0
53001222;CED SIGMA;89.0;78.0;110.0
53001249;CEP SENAC - PLANO PILOTO;30.0;25.0;78.0
53013166;COL VITORIA;30.0;30.0;85.0
53013182;COL ESPLANADA;25.0;14.0;51.0
53013190;COL TRIANGULO RECANTO;15.0;14.0;38.0
53013204;COL DJ;26.0;16.0;48.0
53013212;COL ATHOS;21.0;21.0;50.0
53013220;ESC MOARA;19.0;19.0;51.0
53013239;CEF 802 DO RECANTO DAS EMAS;22.0;20.0;131.0
53013247;EC 510 DO RECANTO DAS EMAS;21.0;21.0;89.0
53013263;CEI 01 DO GAMA;10.0;10.0;55.0
53013280;EC VALE DO SOL;5.0;5.0;31.0
53013298;ESC MASTER II;12.0;12.0;21.0
53002555;CEF 12 DO GAMA;0.0;0.0;0.0
53015916;C UNIVERSITARIO INST DE EDUC SUPERIOR DE BRASILIA - IESB - UNIDADE OESTE;0.0;0.0;0.0
53001818;EC GRANJA DO TORTO;5.0;5.0;32.0
53001842;EP 210-211 NORTE;14.0;14.0;72.0
53001850;EP 210-211 SUL;13.0;13.0;63.0
53013921;COL DROMOS;15.0;15.0;69.0
53013930;ESC VILA DAS CRIANCAS;25.0;23.0;61.0
53013948;EDUCANDARIO DE MARIA IDEALIZAR;22.0;10.0;12.0
53013964;COL CENTRO-OESTE;8.0;8.0;9.0
53013972;CEF 07 DE BRASILIA;15.0;15.0;81.0
53013980;EC 01 DA VILA ESTRUTURAL;24.0;24.0;96.0
53014006;CEFS - C EDUC FONTE DO SABER;8.0;8.0;25.0
53014014;INST EDUCACIONAL VITORIA REGIA;18.0;12.0;30.0
53014022;COL ALUB - SEDE VI;23.0;23.0;66.0
53014057;COL ATIVO;20.0;16.0;50.0
53014090;ESC DE EDUC INF CASTELINHO PIM;7.0;7.0;27.0
53014111;COL IDEAL;72.0;72.0;192.0
53014154;ESC CASA DE BRINQUEDOS;15.0;15.0;52.0
53014162;MONT BLANC INST DE ENSINO;13.0;13.0;10.0
53015215;IFB - CAMPUS BRASILIA;40.0;40.0;180.0
53015223;IFB - CAMPUS TAGUATINGA;17.0;17.0;120.0
53015231;IFB - CAMPUS SAMAMBAIA;26.0;26.0;106.0
53015240;IFB - CAMPUS GAMA;24.0;24.0;103.0
53015258;ESC NDII - NUCLEO DE DESENVOLVIMENTO INF INTEGRAL;8.0;6.0;27.0
53015266;LAR MAE DA DIVINA GRACA;5.0;5.0;14.0
53015274;ESC CRIANDO E RECRIANDO;6.0;6.0;14.0
53015290;ESC BRINCANDO E CONSTRUINDO O FUTURO;6.0;6.0;8.0
53015320;CR CRUZ DE MALTA NOSSA SENHORA DO FILERMO;11.0;11.0;76.0
53015339;CEI 01 DA ESTRUTURAL;11.0;11.0;58.0
53015347;CED SIGMA AGUAS CLARAS;44.0;42.0;152.0
53015355;ESC CASTELINHO MAGICO;8.0;7.0;13.0
53015363;CED INTERAGINDO;3.0;3.0;2.0
53015371;COL IBE PREMIER;11.0;3.0;11.0
53008871;ESC RECANTO CULTURAL;0.0;0.0;0.0
53001966;EC DA ACAO SOCIAL DO PLANALTO;0.0;0.0;0.0
53017404;EC 68 DE CEILANDIA;29.0;29.0;69.0
53017412;CEF 09 DE SOBRADINHO;18.0;14.0;51.0
53017420;EDUC DO SERVICO SOCIAL DO COMERCIO - EDUSESC - PRESIDENTE DUTRA;50.0;50.0;75.0
53017439;COL PROMOVE DE BRASILIA;9.0;6.0;44.0
53017447;CEPI CAPIM ESTRELA;9.0;9.0;39.0
53017455;CEPI ROSA-DO-CERRADO;9.0;9.0;39.0
53017463;AFMA C DE EDUC INF - UNIDADE AGUAS CLARAS;7.0;6.0;20.0
53017471;CEPI FLAMBOYANT;9.0;9.0;38.0
53017480;CIL DO RIACHO FUNDO I;14.0;1.0;34.0
53017498;CEJA E EDUC PROFISSIONAL A DISTANCIA DE BRASILIA;1.0;1.0;38.0
53013344;ESC NOVA GERACAO;0.0;0.0;0.0
53016114;FACULDADE ANHANGUERA DE BRASILIA;0.0;0.0;0.0
53010256;C SOCIAL E ESC MARISTA IRMAO FRANCISCO RIVAT;0.0;0.0;0.0
53000943;COL VIVER;0.0;0.0;0.0
53016149;FACULDADE SANTA TEREZINHA;0.0;0.0;0.0
53003993;COL ISAAC NEWTON - CED;0.0;0.0;0.0
53011627;ESC NOVO CAMINHAR;0.0;0.0;0.0
53033000;C DE EDUC PROFISSIONAL - CEP;0.0;0.0;0.0
53001311;COL IMACULADA CONCEICAO;0.0;0.0;0.0
53014650;ESC FORM TRABALHADORES EM INFORMATICA - EFTI;0.0;0.0;0.0
53016122;FACULDADE DE NEGOCIOS E TECNOLOGIAS DA INFORMACAO - FACNET;0.0;0.0;0.0
53015282;INST TECNICO DE EDUC DE BRASILIA - TAGUATINGA SUL;0.0;0.0;0.0
53015460;COL PADRAO;0.0;0.0;0.0
53013727;COL EVANGELICO BOM SAMARITANO - COEBS;0.0;0.0;0.0
53002059;COL MONTEIRO LOBATO;0.0;0.0;0.0
53011155;LAR FABIANO DE CRISTO - UPI LIVIA;0.0;0.0;0.0
53012640;LAR FABIANO DE CRISTO - CASA DE ABIGAIL;0.0;0.0;0.0
53015657;JI PRIMEIRO PASSINHO;0.0;0.0;0.0
53008677;INST PRESBITERIANO DE EDUC DE BRASILIA - IPEB;0.0;0.0;0.0
53008693;SAO FRANCISCO - EDUC INF E ENS FUND;0.0;0.0;0.0
53008731;JI TIO PATINHAS;0.0;0.0;0.0
53008740;ESC MAT E JI CASINHA BRANCA;0.0;0.0;0.0
53009371;CEF GRANJA DAS OLIVEIRAS;0.0;0.0;0.0
53012100;CED 16 DE CEILANDIA;15.0;14.0;109.0
53012500;CEI 01 DO PARANOA;15.0;15.0;61.0
53013000;ESC DE EDUC INF PATER HOMINIS;8.0;6.0;10.0
53003977;CIL DE TAGUATINGA;24.0;21.0;117.0
53004027;EC 01 DE TAGUATINGA;11.0;11.0;84.0
53004035;EC 06 DE TAGUATINGA;15.0;13.0;67.0
53004043;EC 08 DE TAGUATINGA;16.0;14.0;78.0
53004051;EC 10 DE TAGUATINGA;14.0;14.0;88.0
53004060;EC 11 DE TAGUATINGA;17.0;15.0;73.0
53004078;EC 12 DE TAGUATINGA;10.0;9.0;61.0
53004086;EC 13 DE TAGUATINGA;8.0;8.0;68.0
53004094;EC 15 DE TAGUATINGA;13.0;13.0;86.0
53004108;EC 16 DE TAGUATINGA;13.0;11.0;68.0
53004116;EC 17 DE TAGUATINGA;8.0;8.0;66.0
53004124;EC 18 DE TAGUATINGA;16.0;16.0;87.0
53001257;CIL 01 DE BRASILIA;30.0;29.0;121.0
53001265;CEF CASEB;19.0;19.0;98.0
53001273;CIEF - C INTEGRADO DE EDUC FISICA;12.0;12.0;66.0
53001281;COL BATISTA DE BRASILIA;33.0;33.0;150.0
53001290;COL COR JESU;41.0;41.0;158.0
53001303;COL DOM BOSCO;39.0;28.0;96.0
53014219;COL EDUCATIVO;0.0;0.0;0.0
53001117;CED NOSSA SENHORA DO ROSARIO;0.0;0.0;0.0
53005074;EC 01 DE BRAZLANDIA;8.0;8.0;62.0
53005082;EC 03 DE BRAZLANDIA;11.0;9.0;57.0
53005090;CEF 02 DE BRAZLANDIA;19.0;17.0;123.0
53005104;EC 05 DE BRAZLANDIA;12.0;12.0;55.0
53005112;EC 06 DE BRAZLANDIA;11.0;11.0;57.0
53005120;EC 07 DE BRAZLANDIA;11.0;11.0;53.0
53005139;EC 08 DE BRAZLANDIA;10.0;10.0;56.0
53005147;EC ALMECEGAS;8.0;8.0;32.0
53001869;EP 303-304 NORTE;15.0;15.0;73.0
53001877;EP 307-308 SUL;28.0;28.0;113.0
53001885;EP 313-314 SUL;26.0;26.0;89.0
53001893;ESC DO PARQUE DA CIDADE - PROEM;15.0;15.0;58.0
53001907;CED ADVENTISTA MILTON AFONSO;31.0;29.0;136.0
53001915;ESC AMERICANA DE BRASILIA;50.0;50.0;169.0
53001923;ESC ANJO DA GUARDA;6.0;6.0;24.0
53001931;ESC CANARINHO - ASA SUL;12.0;10.0;68.0
53001940;CED CANARINHO;13.0;13.0;52.0
53001958;COL CNEC DE BRASILIA;20.0;20.0;49.0
53001990;CEP - ESC DE MUSICA DE BRASILIA;94.0;94.0;282.0
53006569;EC SAO GONCALO;0.0;0.0;0.0
53016360;ASSOC UNIFICADA PAULISTA DE ENSINO RENOVADO OBJETIVO - ASSUPERO - CAMPUS I;0.0;0.0;0.0
53005953;CAIC ASSIS CHATEAUBRIAND;37.0;34.0;135.0
53005961;CEF 03 DE PLANALTINA;16.0;16.0;98.0
53002580;CEM 01 DO GAMA;30.0;30.0;167.0
53002598;CEM 02 DO GAMA;31.0;28.0;167.0
53002601;CEM 03 DO GAMA;20.0;19.0;106.0
53002610;CED 06 DO GAMA;24.0;24.0;105.0
53002628;COL ALUB SEDE III;26.0;26.0;77.0
53002636;EDUCACIONAL COMPACT GAMA;22.0;22.0;46.0
53002652;COL DOM CESAR;23.0;23.0;62.0
53002784;CEF 01 DO GAMA;23.0;23.0;100.0
53002814;EC 01 DO GAMA;17.0;17.0;80.0
53002822;EC 02 DO GAMA;15.0;15.0;69.0
53002830;EC 03 DO GAMA;21.0;16.0;67.0
53002849;JI 04 DO GAMA;11.0;8.0;54.0
53002857;EC 06 DO GAMA;6.0;6.0;45.0
53002865;EC 07 DO GAMA;15.0;10.0;41.0
53002873;EC 09 DO GAMA;20.0;17.0;88.0
53015185;CIESB - C INF EVANGELICO SUICO BRASILEIRO;0.0;0.0;0.0
53053001;ESC CARINHA DE ANJO;6.0;5.0;10.0
53054008;ESC MISSAO CRIANCA;8.0;6.0;10.0
53054016;C DE CONVIVENCIA E EDUC INF MARIA MAE DA PROVIDENCIA;15.0;12.0;49.0
53055004;INST GLOBAL DE EDUC;17.0;17.0;50.0
53056019;COL CDA;10.0;7.0;16.0
53057007;ESC UNIVERSO DA CRIANCA;4.0;4.0;8.0
53058003;COL NOSSA SENHORA APARECIDA;15.0;15.0;80.0
53060008;CR CANTINHO DE VOCE;8.0;8.0;41.0
53061004;C DE CONVIVENCIA EDUCACIONAL INFANTIL DIVINO ESPIRITO SANTO;10.0;10.0;45.0
53063007;CR BEM ME QUER;6.0;6.0;31.0
53064003;CR LAR DE MARIA;8.0;8.0;38.0
53066006;CASA DO CAMINHO;15.0;15.0;57.0
53067002;ESC SONHO INFANTIL;7.0;7.0;12.0
53068009;C SOCIAL LUTERANO CANTINHO DO GIRASSOL;11.0;11.0;62.0
53009487;CED FENIX;0.0;0.0;0.0
53009789;EC CURADO;0.0;0.0;0.0
53009835;ESC BATISTA SEMENTE DO SABER;0.0;0.0;0.0
53009908;INST NAVARRO DE EDUC E CULTURA;0.0;0.0;0.0
53010191;COL UNISABER;0.0;0.0;0.0
53010272;ESC BATISTA - IBAN;0.0;0.0;0.0
53010590;ESC MAT JI GASPARZINHO;0.0;0.0;0.0
53010930;ESC BATISTA PR ELIAS BRITO SOBRINHO;0.0;0.0;0.0
53011090;ESC AQUARELA EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;0.0;0.0;0.0
53011139;C DE CRIATIVIDADE BRANCA DE NEVE E OS SETE ANOES;0.0;0.0;0.0
53011147;CR FERNANDA GUIMARAES C AMARAL;0.0;0.0;0.0
53011163;COL FRANCISCANO IRMA MARIA ASSUNTA;0.0;0.0;0.0
53011180;C SOCIAL LUTERANO CANTINHO GIRASSOL;0.0;0.0;0.0
53011341;COL FORTIUM;0.0;0.0;0.0
53000242;CEJA VERDE OLIVA - CESVO;0.0;0.0;0.0
53000293;CED ALFA ASA NORTE;0.0;0.0;0.0
53001028;COL CEUB;0.0;0.0;0.0
53001150;CED PLANALTO;0.0;0.0;0.0
53001168;CED PROJECAO BRASILIA;0.0;0.0;0.0
53001370;COL PIO XII DROMOS;0.0;0.0;0.0
53001796;EC 711 NORTE;0.0;0.0;0.0
53001826;EDUCANDARIO ESPIRITO SANTO;0.0;0.0;0.0
53001834;EN DE BRASILIA;0.0;0.0;0.0
53002113;ESI - COL SAO CARLOS;0.0;0.0;0.0
53002172;INST DE EDUC NDA JUNIOR;0.0;0.0;0.0
53002202;PROCESSUS CED;0.0;0.0;0.0
53002741;CED ALFA GAMA;0.0;0.0;0.0
53003276;MAT JI CURUMIM;0.0;0.0;0.0
53003349;CED - CE E DESENV DE BRASILIA;0.0;0.0;0.0
53003373;C PRESBITERIANO DE EDUC;0.0;0.0;0.0
53003543;COL DOMINGOS SAVIO;0.0;0.0;0.0
53003705;CED EVANGELICO EDUARDO CARLOS PEREIRA - CEDECAP;0.0;0.0;0.0
53004841;JI COELHINHO BRANCO;0.0;0.0;0.0
53004892;CE MAE ADMIRAVEL;0.0;0.0;0.0
53005325;CE CASTELINHO;0.0;0.0;0.0
53005449;CE SETE ESTRELAS;0.0;0.0;0.0
53005821;ESC ADVENTISTA DE SOBRADINHO;0.0;0.0;0.0
53006089;CE JOAO WESLEY;0.0;0.0;0.0
53006330;EC ARTEMISA;0.0;0.0;0.0
53006445;EC DA LAGOINHA;0.0;0.0;0.0
53006453;EC MAJOR COSME DE FARIAS;0.0;0.0;0.0
53006542;EC RETIRO DO MEIO;0.0;0.0;0.0
53006577;EC TANGARA 106;0.0;0.0;0.0
53007476;CE DO SESI - DF CEILANDIA;0.0;0.0;0.0
53008065;EC 57 DE CEILANDIA;0.0;0.0;0.0
53008278;CE STELA BRITO;0.0;0.0;0.0
53000773;CR DA ASSOC PIONEIRAS SOCIAIS;0.0;0.0;0.0
53082036;CR IRMAOZINHOS DE MARIA;0.0;0.0;0.0
53014138;LS - ESC TECNICA DE ENFERMAGEM;0.0;0.0;0.0
53014146;ESC ARCA DE NOE;0.0;0.0;0.0
53014197;COL INTELECTO;0.0;0.0;0.0
53014456;C DE EDUC IVONE ARAUJO;0.0;0.0;0.0
53014758;CED COMPACT JUNIOR;0.0;0.0;0.0
53014804;MAT E JI LOBINHO;0.0;0.0;0.0
53015037;ESCOLA PEQUENO PRINCIPE;0.0;0.0;0.0
53015061;COL MASTER DO SABER;0.0;0.0;0.0
53015754;CENTRO DE ENSINO 403;0.0;0.0;0.0
53015762;ESCOLA DE TI FONTENELE;0.0;0.0;0.0
53015851;COL IDEAL;0.0;0.0;0.0
53032004;MARINI ENSINO INFANTIL;0.0;0.0;0.0
53087020;COL FAMA;0.0;0.0;0.0
53011570;BRINCANDO COM O VERDE;0.0;0.0;0.0
53011716;ESC CARROSSEL TOTAL;0.0;0.0;0.0
53011864;ESC DE EDUC INF LUCIANA;0.0;0.0;0.0
53012224;JI REI LEAO PRIMEIRO;0.0;0.0;0.0
53005490;CED JOAO WESLEY;0.0;0.0;0.0
53004132;EC 19 DE TAGUATINGA;13.0;11.0;93.0
53004140;ESC BILINGUE LIBRAS E PORTUGUES ESCRITO DE TAGUATINGA;20.0;20.0;119.0
53004159;CEI 04 DE TAGUATINGA;12.0;12.0;74.0
53007638;ESC INF FREDERICO OZANAM;8.0;8.0;40.0
53007646;EC 01 DE CEILANDIA;16.0;14.0;64.0
53007654;EC 02 DE CEILANDIA;14.0;14.0;62.0
53007662;EC 03 DE CEILANDIA;25.0;17.0;101.0
53007670;EC 06 DE CEILANDIA;24.0;21.0;91.0
53007689;CEF 35 DE CEILANDIA;15.0;15.0;71.0
53007697;EC 08 DE CEILANDIA;20.0;15.0;71.0
53007719;EC 11 DE CEILANDIA;10.0;10.0;54.0
53007727;EC 12 DE CEILANDIA;11.0;11.0;52.0
53007735;EC 13 DE CEILANDIA;10.0;10.0;41.0
53007743;EC 15 DE CEILANDIA;20.0;19.0;112.0
53007751;EC 16 DE CEILANDIA;20.0;20.0;92.0
53005155;EC BUCANHAO;5.0;4.0;30.0
53005163;EC CHAPADINHA;5.0;5.0;44.0
53005171;CED 04 DE BRAZLANDIA;7.0;7.0;42.0
53005180;EC INCRA 06;7.0;7.0;49.0
53005198;EC INCRA 07;7.0;7.0;40.0
53005201;EC POLO AGRICOLA DA TORRE;7.0;7.0;38.0
53005210;CED IRMA MARIA REGINA VELANES REGIS;18.0;17.0;127.0
53001052;CED JUSCELINO KUBITSCHEK - ASA NORTE I;0.0;0.0;0.0
53008375;ESC PADRE DI FRANCIA;13.0;12.0;31.0
53008383;CE CASINHA FELIZ;6.0;6.0;20.0
53008391;CEF 01 DO GUARA;15.0;10.0;83.0
53008405;CEF 04 DO GUARA;23.0;19.0;139.0
53008413;CEF 05 DO GUARA;19.0;15.0;86.0
53008421;EC 08 DO GUARA;21.0;20.0;110.0
53008430;CEF 08 DO GUARA;16.0;16.0;110.0
53005970;CEF JUSCELINO KUBITSCHEK;16.0;15.0;100.0
53005988;CEF PIPIRIPAU II;19.0;19.0;91.0
53005996;CEF 01 DE PLANALTINA;20.0;20.0;141.0
53006003;CEF 02 DE PLANALTINA;20.0;20.0;110.0
53006011;EC MESTRE DARMAS;17.0;17.0;65.0
53006020;CEF RIO PRETO;9.0;9.0;49.0
53006038;CEF SAO JOSE;13.0;13.0;41.0
53006046;CED TAQUARA;18.0;17.0;100.0
53006054;CED VARZEAS;14.0;14.0;66.0
53006062;CED 01 DE PLANALTINA;25.0;25.0;194.0
53006070;CEM 02 DE PLANALTINA;26.0;21.0;140.0
53006097;CEE 01 DE PLANALTINA;26.0;26.0;189.0
53006151;INST MONTE HOREBE PLANALTINA;7.0;7.0;18.0
53009177;CEF 412 DE SAMAMBAIA;26.0;18.0;109.0
53009185;EC 415 DE SAMAMBAIA;14.0;14.0;77.0
53006810;CEF BURITI VERMELHO;5.0;5.0;32.0
53006828;EC CAFE SEM TROCO;9.0;9.0;45.0
53006836;EC CAPAO SECO;3.0;2.0;33.0
53006844;EC CARIRU;5.0;5.0;24.0
53006852;EC ITAPETI;4.0;4.0;18.0
53006860;CEF JARDIM II;8.0;8.0;23.0
53006879;EC LAMARAO;5.0;5.0;35.0
53006887;EC NATUREZA;7.0;7.0;41.0
53006895;EC QUEBRADA DOS NERIS;4.0;4.0;14.0
53006917;EC SOBRADINHO DOS MELOS;6.0;6.0;33.0
53006925;EC SUSSUARANA;3.0;3.0;15.0
53006968;CED AGROURBANO IPE RIACHO FUNDO;10.0;10.0;72.0
53006976;CEF TELEBRASILIA;24.0;24.0;122.0
